Roll   Forward of Global Financing Receivables Allowance for Credit Losses 
,,,,,,,,,,,,
,,,,,,,,,,,,
(Dollars in millions),,Allowance,,Additions/,,,,,
"January 1, 2013",,Used*,,(Reductions),,Other**,,"September 30, 2013"
$,355,,$,(31),,$,35,,$,(4),,$,354
,,,,,,,,,,,,,
"* Represents reserved receivables, net of recoveries,   that were disposed of during the period."
** Primarily represents translation adjustments.
